country_code,month,day,relative_active_users
country149,1,20,0.00012784
country208,5,4,0.000267601
country119,6,14,0.000171405
country23,3,28,0.014830622
country136,6,6,0.000319627
country96,5,16,5.84337E-06
country183,1,30,0.000314008
country215,5,23,8.53139E-05
country140,1,7,1.94779E-06
country85,6,7,0.00586083
country28,1,16,0.001032399
country1,6,14,3.48276E-06
country198,6,22,2.91623E-05
country230,3,25,5.84337E-06
country129,3,7,1.65504E-05
country14,1,4,0.000888609
country29,4,27,2.25606E-06
country137,5,10,0.00360479
country203,3,22,4.87256E-06
country62,3,3,2.13753E-06
country141,6,19,0.196685715
country39,3,14,0.00074776
country161,1,25,0.003448977
country122,6,16,4.6747E-05
country166,6,18,0.000360855
country61,5,15,0.011456899
country180,4,7,0.000841445
country159,5,26,0.09510432
country16,6,29,0.006863063
country151,6,28,3.24654E-05
country98,2,26,9.67432E-05
country179,2,19,0.000155473
country110,1,30,8.39268E-05
country4,1,7,1.36345E-05
country183,1,1,0.000283898
country1,5,30,3.33972E-06
country9,2,24,0.001363453
country85,3,24,0.005714741
country113,6,19,0.001758959
country126,2,26,0.000660273
country125,3,19,1.30319E-05
country69,5,3,0.00012321
country230,3,9,1.94779E-06
country227,4,3,0.000187285
country199,1,25,4.11572E-06
country85,2,17,0.005315832
country140,5,9,1.94779E-06
country13,1,29,2.53213E-05
country137,2,15,0.003941026
country82,3,23,2.75229E-05
country131,4,19,7.71395E-06
country191,5,18,9.21567E-06
country124,4,3,0.005168483
country147,6,5,0.000171405
country176,2,17,0.001669528
country61,4,21,0.008895555
country77,5,19,0.000494414
country139,4,29,0.000586285
country172,5,28,9.95931E-06
country150,1,6,8.9953E-06
country31,2,17,0.000143119
country149,6,7,8.56178E-05
country33,1,7,0.003739376
country57,5,4,0.003057574
country137,3,28,0.004245875
country74,6,30,0.001336184
country19,1,30,2.27499E-05
country18,5,10,0.005030772
country161,6,16,0.002679686
country65,6,7,5.66025E-06
country221,3,5,1.77118E-05
country101,4,4,0.000520847
country8,5,5,7.43356E-05
country225,5,24,0.000219775
country59,5,23,2.53213E-05
country115,6,29,1.82141E-05
country69,2,13,9.45311E-05
country185,3,24,0.006712083
country144,2,12,0.001480592
country144,5,10,0.000879466
country48,1,9,2.50351E-05
country202,5,31,1.35572E-06
country98,4,27,7.40119E-05
country142,3,26,0.001513433
country102,4,11,0.000233129
country211,5,11,0.00552747
country122,6,25,5.64859E-05
country108,2,12,0.010844492
country20,2,12,0.067327524
country71,5,4,0.007368416
country200,4,9,2.86657E-06
country47,4,2,0.000137918
country51,3,16,0.006115317
country2,5,2,0.567335967
country223,6,10,0.003786699
country212,2,2,1.03616E-05
country118,4,3,7.47125E-06
country183,2,19,0.000282822
country107,5,5,0.002020336
country57,5,9,0.002874181
country152,5,13,3.73368E-05
country158,4,6,8.83682E-06
country209,4,9,0.119856987
country167,1,22,3.64175E-05
country63,2,5,0.000171012
country172,5,1,1.22474E-05
country169,2,1,0.003070216
country135,6,1,7.27065E-05
country196,3,16,5.94765E-06
country95,4,4,1.55823E-05
country90,5,6,0.000236617
country129,3,17,1.92965E-05
country39,5,23,0.00063399
country221,4,22,1.35186E-05
country159,1,6,0.06449727
country21,4,10,1.10903E-05
country119,4,2,0.000169458
country32,6,12,0.004257072
country50,2,17,0.000188888
country135,3,27,7.62829E-05
country67,3,29,7.79116E-06
country205,3,11,3.20656E-05
country60,1,12,0.002837715
country185,2,19,0.006881541
country113,4,9,0.001992705
country212,2,6,2.49673E-05
country67,6,27,1.16867E-05
country23,4,22,0.012584447
country87,3,15,1.51432E-05
country197,1,6,6.94266E-05
country29,6,15,2.36694E-06
country199,3,7,4.29218E-06
country91,2,15,2.34672E-05
country39,2,9,0.000887116
country119,2,7,0.000177249
country47,5,30,0.000102487
country24,3,7,3.53528E-06
country169,6,22,0.002198138
country227,3,6,0.000223403
country46,5,3,0.000360388
country216,5,1,1.33974E-05
country77,1,28,0.000507505
country169,4,26,0.00213029
country152,3,3,3.67046E-05
country205,4,27,5.60425E-05
country13,4,18,1.36345E-05
country166,2,29,0.000315091
country52,4,16,0.551072827
country68,4,7,7.78224E-05
country120,6,15,0.009625976
country60,2,27,0.003743474
country90,5,24,0.000194753
country198,5,2,2.11118E-05
country35,2,20,0.000819872
country216,1,19,5.56381E-06
country43,1,10,0.008692805
country131,2,18,9.10509E-06
country7,4,21,0.018134984
country73,1,28,5.57291E-05
country194,2,20,0.00778727
country2,3,3,0.429410139
country83,1,31,0.001597054
country42,3,29,0.00050238
country61,5,29,0.0113673
country90,6,21,0.000234165
country41,2,9,1.69648E-06
country194,5,23,0.010017452
country183,1,6,0.000280469
country173,6,23,0.000375682
country148,6,30,4.34945E-05
country37,6,5,0.000152155
country86,5,17,9.10507E-05
country18,1,27,0.007176835
country222,3,15,9.73895E-06
country101,1,10,0.000438724
country38,6,11,3.89558E-06
country162,4,13,3.7008E-05
country16,4,10,0.005270184
country225,5,20,0.000233364
country124,6,21,0.004455512
country192,2,26,3.27943E-06
country231,2,12,1.55823E-05
country16,3,1,0.004274678
country27,6,6,6.80057E-06
country122,3,21,5.25903E-05
country3,1,27,0.005541452
country73,6,24,4.53782E-05
country96,6,18,5.84337E-06
country152,4,12,4.6187E-05
country201,5,13,9.73895E-06
country63,2,18,0.000156622
country182,1,31,0.000317192
country2,3,29,0.554805935
country135,3,15,7.20732E-05
country151,2,22,3.67126E-05
country127,4,15,0.003289212
country44,3,18,0.000605528
country124,4,30,0.004837953
country126,5,20,0.000800567
country180,3,20,0.000864819
country153,5,14,0.003212079
country199,6,4,1.63874E-05
country52,2,20,0.627210785
country160,5,16,0.00050355
country179,1,19,0.000144367
country202,4,13,1.49246E-06
country185,5,13,0.00494349
country78,1,12,0.000132034
country47,3,6,0.000127398
country211,4,1,0.00568694
country132,3,19,3.00966E-06
country222,1,23,9.73895E-06
country90,4,6,0.000259281
country25,6,3,1.6176E-05
country26,2,9,1.87817E-05
country84,1,9,1.87325E-06
country66,6,28,0.006006983
country101,1,31,0.000434847
country146,1,30,6.43485E-05
country129,5,29,3.62083E-05
country186,1,11,1.86951E-06
country155,2,5,7.3006E-06
country201,5,29,7.79116E-06
country183,4,14,0.000292762
country115,6,19,2.82825E-05
country53,3,15,0.000183643
country221,4,25,1.34781E-05
country185,3,17,0.006008931
country133,3,11,1.11385E-05
country152,1,29,4.68365E-05
country127,2,22,0.00339402
country104,3,20,0.00541366
country107,1,20,0.001618624
country14,3,6,0.000974946
country51,3,1,0.004917157
country227,6,12,0.000119357
country208,6,2,0.000257072
country170,4,2,0.000477205
country200,5,9,6.27221E-06
country206,3,15,0.039412805
country12,6,19,0.000400898
country78,1,22,0.000137464
country169,3,2,0.002682948
country83,2,16,0.001396526
country18,6,21,0.005028989
country126,1,21,0.000537821
country79,5,6,0.000272309
country194,1,29,0.00672474
country64,5,19,4.02718E-05
country166,6,7,0.000272378
country183,1,12,0.000266905
country125,6,22,1.66849E-05
country204,2,6,1.45866E-05
country144,2,6,0.00143875
country133,5,11,8.46663E-06
country43,1,16,0.009526195
country107,1,4,0.001548936
country205,3,19,5.11641E-05
country125,3,16,1.29929E-05
country67,3,24,9.73895E-06
country231,4,1,1.36345E-05
country144,3,11,0.001379577
country208,1,3,0.000408411
country75,3,28,1.94779E-06
country179,2,27,0.000179466
country142,6,20,0.001170622
country139,2,3,0.000615502
country204,4,30,1.67635E-05
country83,2,1,0.001379593
country111,1,25,0.000602208
country160,4,11,0.000515103
country32,6,20,0.004130704
country104,3,12,0.005346921
country41,4,21,1.46875E-06
country157,4,3,0.000251449
country204,3,16,8.75899E-06
country61,1,19,0.008652082
country65,5,10,1.0726E-05
country102,2,4,0.000253328
country98,1,2,0.00011875
country5,2,10,0.000944061
country176,1,19,0.001642183
country104,5,14,0.005265472
country135,1,17,6.63264E-05
country6,6,26,0.004459419
country167,1,16,5.14177E-05
country108,6,6,0.009999903
country144,1,6,0.001433567
country20,4,16,0.056684739
country79,6,29,0.000421712
country155,4,22,3.37965E-06
country201,5,4,1.55823E-05
country109,5,21,0.044985087
country170,1,25,0.000401912
country148,6,22,2.46982E-05
country20,3,27,0.066768376
country47,4,9,0.00012326
country36,5,24,1.94779E-06
country139,6,8,0.00062524
country64,1,17,5.31862E-05
country157,1,2,0.000275417
country112,2,7,0.000445191
country82,3,15,2.66578E-05
country134,1,8,2.49354E-05
country124,5,28,0.005075953
country137,5,14,0.003686269
country217,3,11,0.007569417
country183,5,15,0.000235633
country73,5,13,3.43865E-05
country35,5,3,0.000665189
country179,4,2,0.000160004
country217,4,10,0.008571517
country228,2,18,0.001566023
country64,4,17,4.73779E-05
country4,4,22,1.55823E-05
country153,2,18,0.002676971
country44,3,12,0.000638024
country218,6,30,0.000138842
country28,2,4,0.001041377
country96,4,17,3.89558E-06
country232,6,1,9.73895E-06
country57,6,8,0.00320444
country2,3,23,0.594665783
country127,1,18,0.002957417
country70,1,7,1.94779E-06
country59,4,5,1.36345E-05
country44,4,2,0.000614974
country138,6,29,0.000193069
country85,3,5,0.005759307
country14,5,9,0.000642933
country226,5,13,0.002317255
country169,6,24,0.002581652
country45,6,26,0.009045535
country130,6,4,9.56493E-05
country190,5,28,8.33907E-06
country37,4,15,0.000171872
country31,3,16,0.000129991
country112,6,27,0.000528674
country229,5,4,0.000166921
country16,5,22,0.005693073
country130,2,22,7.57197E-05
country226,1,2,0.002151141
country164,1,10,0.003606572
country191,6,22,1.43013E-05
country36,3,1,7.79116E-06
country164,3,7,0.002906449
country64,5,11,3.24554E-05
country69,3,4,6.96937E-05
country82,1,7,9.03128E-06
country104,1,21,0.004071907
country227,3,14,0.000183475
country219,6,24,0.000123879
country231,6,9,5.84337E-06
country46,3,26,0.000474219
country154,3,31,2.79869E-06
country146,3,4,4.53556E-05
country137,6,5,0.00361772
country190,1,20,8.6097E-06
country95,2,8,1.75301E-05
country38,4,15,3.89558E-06
country39,5,20,0.000637539
country78,5,12,0.000123668
country7,3,27,0.023858029
country227,4,6,0.000149839
country42,3,15,0.000525686
country5,6,18,0.001311202
country77,5,26,0.00057089
country145,1,4,0.000314867
country110,5,25,0.000118443
country24,6,20,1.59456E-06
country200,1,13,8.86221E-06
country4,1,23,2.53213E-05
country170,5,24,0.000469073
country28,5,8,0.000641913
country119,6,2,0.000148032
country147,3,20,0.000214257
country86,6,6,0.000126874
country40,1,20,2.37809E-06
country43,1,1,0.008122733
country230,3,3,1.94779E-06
country7,5,18,0.020823555
country181,5,19,0.000778094
country211,5,1,0.005988965
country37,1,5,0.000157984
country147,6,19,0.000210361
country130,3,18,7.00897E-05
country167,1,18,4.72287E-05
country14,3,2,0.000824299
country86,5,15,9.03267E-05
country137,4,29,0.003827587
country26,5,6,3.18703E-05
country25,3,8,1.44018E-05
country95,3,3,1.55823E-05
country134,2,7,1.01803E-05
country191,5,5,1.36451E-05
country93,2,2,2.07231E-06
country56,4,12,1.77799E-05
country190,1,17,6.41869E-06
country82,4,2,3.16997E-05
country67,2,10,9.73895E-06
country124,4,24,0.004889006
country115,5,10,9.43654E-06
country59,6,26,1.75301E-05
country150,1,20,1.18904E-05
country211,3,18,0.005467046
country151,6,22,3.49948E-05
country79,3,4,0.000175753
country100,5,31,0.000167487
country177,1,2,0.002624558
country2,3,18,0.523152425
country149,1,12,0.000128867
country208,3,27,0.00036831
country215,5,13,8.63238E-05
country44,4,16,0.000573222
country229,3,6,0.000186411
country212,1,28,2.06404E-05
country86,1,17,5.40449E-05
country94,1,18,2.78469E-05
country163,2,17,8.57027E-05
country212,4,11,1.77622E-05
country3,6,20,0.006098115
country147,1,13,0.000186988
country219,6,3,0.000129753
country47,4,7,0.000111499
country138,1,19,0.000115042
country189,1,16,3.89558E-06
country170,1,19,0.000320314
country65,4,5,1.00015E-05
country211,5,10,0.00571225
country30,5,16,0.000314336
country133,3,21,1.09177E-05
country205,3,4,2.55125E-05
country125,6,28,1.43874E-05
country62,3,23,2.18068E-06
country9,4,4,0.001273854
country71,4,29,0.008047158
country52,6,27,0.539252077
country146,5,29,7.95988E-05
country37,4,19,0.000159321
country194,1,31,0.007101674
country48,5,31,7.6225E-05
country103,6,10,0.001059137
country28,3,11,0.000901418
country43,2,29,0.008971591
country101,6,9,0.000770419
country185,6,30,0.004972707
country124,5,1,0.004833115
country175,1,8,0.000176814
country19,2,26,2.33488E-05
country21,4,7,6.63424E-06
country203,6,12,8.57563E-06
country69,6,10,0.000141092
country182,4,17,0.000165823
country106,6,26,4.59654E-05
country168,2,24,0.002749662
country204,1,6,1.12733E-05
country90,3,1,0.000298752
country159,3,15,0.086295362
country20,1,6,0.069623871
country161,2,4,0.003353479
country145,2,23,0.000302207
country185,3,25,0.006938027
country176,6,25,0.001422625
country175,1,21,0.000176682
country128,2,26,9.73895E-06
country231,6,26,1.36345E-05
country172,6,3,6.73973E-06
country27,1,12,6.62678E-06
country109,5,3,0.041330354
country102,3,30,0.000252539
country112,5,19,0.000368387
country198,5,31,1.95748E-05
country41,5,29,6.8058E-06
country207,6,22,0.083740611
country11,4,9,0.048489156
country206,6,22,0.028735336
country210,2,9,5.26901E-05
country171,4,5,9.62448E-06
country220,5,31,5.84337E-06
country115,5,22,9.78191E-06
country164,5,5,0.002383594
country218,6,9,0.00010636
country144,5,7,0.000953042
country125,1,27,2.06198E-05
country87,1,3,2.01311E-05
country162,1,10,8.18072E-05
country94,2,14,2.89406E-05
country135,2,1,5.94069E-05
country137,5,3,0.003554915
country51,5,17,0.004814982
country73,3,18,4.77359E-05
country60,6,30,0.004666395
country217,1,6,0.005806126
country159,2,10,0.072056093
country120,1,7,0.010375875
country55,5,23,1.94287E-05
country66,3,1,0.006012827
country67,6,14,5.84337E-06
country216,4,4,1.03232E-05
country162,1,2,8.76505E-05
country133,4,1,1.37588E-05
country223,3,5,0.002336078
country101,1,16,0.000418934
country130,4,23,9.07182E-05
country9,4,23,0.001460842
country97,6,4,3.71797E-05
country170,3,26,0.000457676
country78,1,8,0.000109252
country69,6,1,0.000120591
country166,1,16,0.000259008
country212,3,23,2.61682E-05
country128,3,14,1.16867E-05
country133,5,24,1.23737E-05
country75,5,5,1.94779E-06
country59,6,30,1.16867E-05
country57,2,23,0.003021053
country16,5,10,0.004614466
country25,2,10,7.72722E-06
country135,6,2,6.44459E-05
country144,1,25,0.001432402
country4,1,4,2.33735E-05
country5,1,18,0.000834374
country57,3,11,0.003517777
country199,1,3,4.02621E-06
country203,5,10,8.04449E-06
country181,1,15,0.000690454
country218,3,31,6.99673E-05
country197,2,26,7.81239E-05
country224,5,18,3.80895E-06
country163,5,11,6.23293E-05
country108,5,2,0.009228184
country225,2,14,0.000243115
country11,4,27,0.037905288
country30,5,2,0.000288789
country223,3,8,0.002674685
country32,5,17,0.004085169
country97,2,3,1.41141E-05
country165,6,9,1.94779E-06
country23,3,18,0.013318316
country83,4,7,0.001581443
country107,1,15,0.001954154
country64,2,23,3.95902E-05
country58,1,4,4.6747E-05
country122,4,16,6.42771E-05
country143,4,15,6.67764E-06
country181,3,17,0.000844221
country136,6,23,0.00037926
country108,4,17,0.009137768
country147,6,26,0.000179197
country63,4,15,0.000111488
country48,2,21,4.03705E-05
country35,5,30,0.000653967
country94,5,5,2.16838E-05
country54,1,29,1.97206E-05
country179,1,22,0.000150222
country130,4,4,6.48803E-05
country141,5,24,0.151682102
country77,4,2,0.000581067
country161,3,10,0.003054444
country60,1,5,0.002629602
country16,4,28,0.005015948
country143,1,10,2.28502E-06
country130,5,6,7.18241E-05
country8,1,29,6.79359E-05
country23,2,14,0.013143877
country163,1,9,6.42771E-05
country209,4,21,0.109041631
country55,1,29,2.21857E-05
country4,1,21,1.75301E-05
country176,4,5,0.00128301
country52,2,14,0.61862565
country208,1,29,0.000385966
country199,5,19,2.30622E-06
country51,1,14,0.004754603
country127,3,8,0.003296802
country12,4,5,0.000198906
country88,3,23,1.55344E-06
country214,5,26,0.007508458
country131,6,2,2.802E-06
country150,5,30,7.99172E-06
country6,3,17,0.004076383
country48,2,4,2.76626E-05
country156,1,31,3.23029E-05
country73,3,26,5.03064E-05
country25,4,6,1.6105E-05
country71,4,10,0.009068282
country66,5,18,0.006225136
country56,4,30,9.05136E-06
country168,3,26,0.003064313
country3,6,8,0.005350816
country61,6,24,0.010247321
country63,4,13,0.00010298
country56,1,27,1.23719E-05
country49,3,4,7.26149E-05
country91,3,5,2.41565E-05
country95,1,11,1.16867E-05
country149,5,21,0.000114905
country143,5,28,3.96408E-06
country135,5,22,8.51436E-05
country83,1,19,0.001299302
country91,4,2,2.89882E-05
country190,3,30,4.95107E-06
country60,6,10,0.004424754
country107,2,20,0.002349378
country115,1,6,1.30175E-05
country186,1,14,1.8639E-06
country74,4,1,0.001460842
country68,3,18,8.94247E-05
country177,5,19,0.003267993
country217,1,9,0.006746456
country231,2,28,1.94779E-05
country2,1,28,0.397152953
country215,1,15,4.68827E-05
country35,3,6,0.000714842
country111,2,17,0.000565661
country33,3,30,0.005151583
country42,5,18,0.000493039
country118,3,26,2.45583E-06
country21,1,27,6.18594E-06
country13,2,28,1.16867E-05
country100,2,10,0.000117707
country141,2,6,0.129989013
country146,3,19,8.728E-05
country223,5,26,0.003311252
country194,6,26,0.011272838
country66,4,20,0.005899855
country170,6,13,0.000645855
country226,1,28,0.002784186
country71,6,17,0.009772976
country76,4,18,2.56618E-06
country51,1,13,0.004625821
country202,4,16,1.48353E-06
country141,6,6,0.157909635
country36,4,9,1.75301E-05
country96,6,14,5.84337E-06
country218,4,16,5.26916E-05
country102,1,15,0.000224114
country194,3,26,0.009550996
country48,1,24,4.34946E-05
country152,5,6,2.17847E-05
country185,2,3,0.007035416
country86,3,23,7.33944E-05
country210,6,12,2.07717E-05
country66,5,16,0.006082947
country219,3,7,0.000185602
country44,1,10,0.000511845
country167,4,12,6.07414E-05
country210,4,16,3.80551E-05
country67,4,8,5.84337E-06
country35,2,13,0.000823823
country74,6,18,0.001501746
country172,5,2,9.21309E-06
country6,4,30,0.004089874
country151,3,13,3.58929E-05
country32,1,14,0.005034968
country35,5,14,0.000717417
country149,1,31,0.000113613
country203,4,15,2.55085E-06
country112,4,10,0.000465777
country96,5,18,9.73895E-06
country152,6,15,5.51518E-05
country167,3,4,5.1625E-05
country16,3,5,0.004748211
country74,2,5,0.001453051
country112,1,7,0.000335118
country120,1,10,0.011283545
country135,6,17,7.21811E-05
country124,5,2,0.004050336
country201,6,10,1.36345E-05
country23,5,22,0.012791707
country12,2,3,0.000165314
country190,1,14,4.25355E-06
country57,1,24,0.003070121
country113,1,11,0.002149933
country38,4,19,3.89558E-06
country208,5,29,0.000247731
country116,1,8,7.50051E-06
country206,6,20,0.029505659
country6,4,4,0.004114908
country171,2,10,2.57574E-06
country36,1,25,7.79116E-06
country206,5,13,0.032723149
country144,6,13,0.001015154
country38,2,2,1.94779E-06
country206,1,13,0.040434962
country135,6,6,9.32078E-05
country36,6,13,1.94779E-06
country219,2,12,0.00015768
country207,6,23,0.083508813
country141,6,1,0.151190365
country162,3,27,5.45381E-05
country8,2,15,7.91934E-05
country30,6,27,0.000334609
country226,3,12,0.003209585
country204,3,7,1.23735E-05
country147,2,23,0.000175301
country20,6,12,0.057569555
country94,5,19,2.3027E-05
country191,2,27,1.6998E-05
country74,6,28,0.001431625
country78,2,27,0.000144483
country36,3,28,1.16867E-05
country45,1,18,0.007643127
country73,2,3,6.22315E-05
country130,1,3,7.2819E-05
country137,6,20,0.003555859
country85,1,9,0.005579467
country56,1,31,1.44917E-05
country189,2,19,5.84337E-06
country102,3,11,0.000305965
country2,1,24,0.398226627
country81,3,8,4.73815E-06
country46,5,1,0.000370483
country117,3,6,2.85745E-06
country116,2,8,9.0984E-06
country122,2,22,5.64859E-05
country210,5,6,4.04046E-05
country61,5,3,0.009641559
country83,4,4,0.001561647
country2,3,2,0.430905231
country7,5,6,0.021559637
country174,6,30,2.40269E-06
country30,5,22,0.000329908
country228,4,17,0.00139267
country203,5,6,7.98046E-06
country177,6,10,0.003632953
country45,4,29,0.01055702
country32,6,25,0.003563668
country96,4,8,1.94779E-06
country35,3,2,0.000772781
country178,2,18,1.66619E-06
country58,6,15,5.06425E-05
country111,3,12,0.00062329
country135,5,10,6.16745E-05
country108,2,23,0.010570754
country65,3,27,4.92148E-06
country169,5,27,0.001984333
country153,2,2,0.002697104
country168,5,21,0.003283699
country56,2,13,1.04761E-05
country82,1,25,1.69822E-05
country130,6,19,9.56605E-05
country6,4,12,0.003859188
country172,2,28,2.02822E-05
country196,3,19,9.02897E-06
country152,5,17,3.03502E-05
country14,1,26,0.001068163
country13,6,14,1.36345E-05
country26,3,25,1.52953E-05
country67,6,25,9.73895E-06
country226,1,6,0.001965376
country171,5,5,1.0849E-05
country136,4,25,0.000228555
country77,1,14,0.000495551
country28,4,20,0.000668817
country228,4,30,0.001328393
country219,5,15,0.000132111
country185,1,24,0.007814532
country20,3,19,0.068255056
country8,3,10,6.42211E-05
country13,3,16,2.14257E-05
country153,6,25,0.003559833
country50,1,19,0.000189482
country218,5,6,6.5269E-05
country3,4,16,0.005159001
country120,4,7,0.010716739
country185,6,3,0.005247345
country20,1,30,0.068771731
country81,3,19,2.42172E-06
country91,6,8,2.00528E-05
country141,3,18,0.143033566
country65,2,23,4.59825E-06
country170,6,15,0.000611311
country185,4,28,0.00561353
country227,6,7,0.000108502
country12,6,10,0.000361798
country7,3,26,0.024453149
country148,3,14,3.00519E-05
country203,3,28,9.86264E-06
country45,1,14,0.007976199
country25,5,3,1.43503E-05
country227,1,1,0.000166583
country175,2,1,0.00023109
country135,1,2,6.64445E-05
country51,2,21,0.005759536
country81,4,14,2.54576E-06
country227,2,23,0.000189703
country176,5,20,0.001366504
country162,2,20,8.18072E-05
country31,3,31,0.00015379
country108,4,16,0.008950128
country219,3,26,0.00017517
country38,5,6,1.94779E-06
country113,6,24,0.001683478
country145,1,20,0.000255663
country230,5,15,1.94779E-06
country22,1,9,6.12966E-05
country198,6,27,3.82916E-05
country220,3,9,3.89558E-06
country94,6,3,2.27067E-05
country54,3,28,4.05568E-05
country32,6,30,0.003492355
country139,3,12,0.000718734
country44,2,28,0.000570133
country156,5,2,3.9306E-05
country46,5,14,0.000490248
country4,6,3,2.53213E-05
country137,5,28,0.003509482
country222,4,13,1.94779E-06
country3,6,26,0.005864713
country33,3,9,0.00519865
country51,1,9,0.005700979
country189,2,7,3.89558E-06
country147,6,29,0.000175301
country187,4,1,4.96097E-06
country20,1,19,0.070304294
country198,4,22,2.3281E-05
country59,1,3,2.14257E-05
country146,5,21,9.63711E-05
country97,4,7,2.27956E-05
country3,3,1,0.005361075
country219,3,21,0.00014816
country109,3,24,0.062329411
country180,6,1,0.000749899
country214,6,14,0.007731747
country49,1,15,5.69595E-05
country134,1,30,9.89976E-06
country191,6,19,1.90114E-05
country41,4,16,1.48353E-06
country44,4,5,0.000542179
country11,4,8,0.046255099
country73,3,4,4.27933E-05
country144,5,31,0.000919178
country30,1,27,0.000458761
country94,6,11,2.57437E-05
country37,5,20,0.000128165
country130,2,8,8.47873E-05
country49,6,3,5.67127E-05
country33,4,23,0.004968764
country216,3,28,1.21162E-05
country146,2,1,6.70907E-05
country5,6,24,0.001209379
country103,6,22,0.001119832
country149,4,4,9.11882E-05
country79,2,21,0.000201852
country104,1,23,0.005047468
country59,3,8,1.36345E-05
country23,3,30,0.012837787
country41,4,27,1.45121E-06
country191,4,16,1.78512E-05
country168,5,15,0.00307571
country35,6,10,0.000663563
country180,5,30,0.000783011
country90,2,15,0.000299959
country172,6,22,7.13445E-06
country204,6,26,1.74351E-05
country103,4,20,0.000930101
country64,5,28,4.50083E-05
country58,1,17,5.45381E-05
country201,1,8,5.84337E-06
country216,2,20,1.43837E-05
country190,3,6,4.71925E-06
country90,6,5,0.000262224
country79,5,20,0.000287962
country60,3,28,0.003612674
country7,6,20,0.019454242
country175,5,8,0.000223254
country145,3,22,0.000348704
country86,4,30,7.79869E-05
country187,4,17,2.56106E-06
country36,4,23,1.55823E-05
country130,4,13,6.35169E-05
country67,5,31,1.16867E-05
country116,2,22,8.97185E-06
country42,2,7,0.000533169
country21,2,28,2.12687E-06
country142,4,2,0.001398513
country177,5,18,0.003305066
country211,6,27,0.007539038
country51,1,8,0.005159138
country219,1,6,0.000170978
country23,3,20,0.014295072
country32,4,22,0.00411454
country122,2,8,4.6747E-05
country77,6,12,0.000654309
country205,5,31,3.20948E-05
country74,1,4,0.001476425
country158,3,17,4.33529E-06
country159,2,17,0.077262597
country67,3,21,1.16867E-05
country206,5,21,0.039198989
country63,5,15,0.000104989
country86,6,13,0.000134679
country225,4,8,0.000234356
country180,4,24,0.000833654
country53,5,2,0.000164371
country211,4,28,0.005416495
country8,4,25,6.50581E-05
country117,3,18,2.99766E-06
country89,6,12,3.89558E-06
country77,4,23,0.000556017
country171,4,13,6.62454E-06
country114,4,14,2.22694E-06
country98,1,13,0.000112589
country173,3,26,0.000281223
country119,2,11,0.000153875
country30,3,8,0.000387392
country135,1,22,6.91534E-05
country229,6,22,0.000160393
country46,1,24,0.000396131
country52,1,7,0.442190083
country95,2,13,2.14257E-05
country46,4,25,0.000348847
country111,6,24,0.000670491
country3,5,28,0.0052207
country63,4,16,9.19787E-05
country79,6,3,0.000335652
country38,5,13,3.89558E-06
country33,6,16,0.004924448
country173,6,15,0.000387746
country168,1,27,0.002899144
country197,3,15,5.60221E-05
country199,5,31,1.40043E-05
country103,6,15,0.001089901
country109,3,20,0.060286322
country3,6,24,0.005356323
country32,1,20,0.004692889
country9,6,14,0.001351766
country16,6,3,0.005968035
country23,4,23,0.013109362
country54,1,14,3.71489E-05
country136,3,3,0.000236765
country52,1,10,0.528204359
country232,4,27,1.16867E-05
country153,6,29,0.003737528
country117,5,8,3.6599E-06
country113,2,7,0.002302379
country209,3,23,0.115286273
country169,4,12,0.00228057
country21,1,8,4.04638E-06
country164,2,21,0.003264394
country60,2,19,0.003300075
country191,4,25,4.50312E-06
country183,6,4,0.000348839
country212,2,15,1.88947E-05
country12,5,2,0.000182237
country13,5,20,9.73895E-06
country66,1,7,0.005932967
country28,4,15,0.000755555
country204,6,8,9.68289E-06
country179,3,20,0.000181434
country8,6,24,0.00011126
country126,6,12,0.000997043
country144,4,5,0.000982731
country146,5,7,7.65516E-05
country207,3,22,0.085119112
country201,5,12,9.73895E-06
country47,1,10,0.000130996
country230,3,18,3.89558E-06
country50,3,8,0.000201152
country133,6,4,8.08561E-06
country176,5,17,0.001302235
country199,6,7,1.40885E-05
country103,1,23,0.000926777
country62,6,7,2.34809E-06
country67,3,2,1.16867E-05
country174,4,14,4.45388E-06
country57,1,8,0.002639399
country141,4,3,0.150876653
country127,4,27,0.00330976
country109,3,21,0.054625809
country220,4,8,9.73895E-06
country232,2,12,5.84337E-06
country160,5,1,0.000489262
country69,5,1,0.000119412
country32,6,14,0.00385304
country107,6,23,0.002781804
country218,2,5,5.4429E-05
country162,6,28,7.01204E-05
country169,5,31,0.002032224
country140,5,26,1.94779E-06
country48,1,20,3.56713E-05
country9,3,8,0.001246585
country194,2,26,0.007564199
country205,2,16,3.95727E-05
country207,2,16,0.073629457
country171,1,16,9.36166E-06
country217,2,10,0.006303861
country168,6,13,0.003514973
country141,6,3,0.163636549
country153,5,28,0.00332973
country166,2,2,0.000275617
country50,1,15,0.000202827
country63,6,13,0.000105883
country152,3,17,5.67287E-05
country175,5,6,0.000214217
country4,2,17,1.36345E-05
country108,6,5,0.010191446
country155,4,7,5.14612E-06
country201,4,16,5.84337E-06
country11,4,19,0.039918362
country205,4,11,3.94312E-05
country97,6,8,5.47315E-05
country204,5,28,9.78026E-06
country57,6,19,0.00358292
country146,2,24,5.99234E-05
country175,6,8,0.000251658
country18,2,4,0.006648573
country176,6,4,0.001493143
